Query_ID,Student_Query,Priority
1535,General timetable inquiry,Low
844,ID card reissue process inquiry,Medium
1988,Club membership request,Low
5596,Canteen food quality feedback,Low
3842,Request for bonafide certificate,Medium
2537,ID card reissue process inquiry,Medium
5281,WiFi slow in library,Low
1539,Fee payment failed but amount deducted,High
212,Admit card not generated for upcoming exam,High
1958,WiFi slow in library,Low
3722,Request for bonafide certificate,Medium
4705,Library access issue,Medium
2708,Club membership request,Low
1350,WiFi slow in library,Low
4309,Request for bonafide certificate,Medium
4588,Sports event registration query,Low
681,Internship approval request,Medium
181,Library access issue,Medium
3758,Library access issue,Medium
2227,Library access issue,Medium
3291,WiFi slow in library,Low
279,Assignment deadline extension request,Low
290,WiFi slow in library,Low
4729,Club membership request,Low
994,General timetable inquiry,Low
5091,Emergency leave approval required,High
5039,Canteen food quality feedback,Low
4713,WiFi slow in library,Low
4807,WiFi slow in library,Low
271,Sports event registration query,Low
2305,Library access issue,Medium
4896,Transcript request status,Medium
5833,Assignment deadline extension request,Low
5806,General timetable inquiry,Low
112,ID card reissue process inquiry,Medium
1392,Transcript request status,Medium
221,Scholarship amount not credited,High
5204,ID card reissue process inquiry,Medium
84,Sports event registration query,Low
3434,Hostel electricity issue urgent,High
462,Exam portal is not working,High
5272,Emergency leave approval required,High
552,Scholarship amount not credited,High
5041,Club membership request,Low
4695,General timetable inquiry,Low
2766,ID card reissue process inquiry,Medium
5166,Assignment deadline extension request,Low
2953,Sports event registration query,Low
651,Scholarship amount not credited,High
709,Club membership request,Low
4744,Library access issue,Medium
2410,WiFi slow in library,Low
2415,Request for bonafide certificate,Medium
1425,Elective subject change request,Medium
1217,Emergency leave approval required,High
4577,Library access issue,Medium
1925,ID card reissue process inquiry,Medium
4910,Library access issue,Medium
2684,Exam portal is not working,High
315,Result not visible on portal,High
2729,Hostel electricity issue urgent,High
1428,Emergency leave approval required,High
5075,Club membership request,Low
4754,Sports event registration query,Low
4120,Result not visible on portal,High
3865,Admit card not generated for upcoming exam,High
3215,Emergency leave approval required,High
4415,Admit card not generated for upcoming exam,High
3828,Scholarship amount not credited,High
6000,Sports event registration query,Low
2526,Assignment deadline extension request,Low
685,Transcript request status,Medium
4395,Sports event registration query,Low
2522,Library access issue,Medium
2909,Emergency leave approval required,High
2390,Club membership request,Low
327,Canteen food quality feedback,Low
5014,Hostel electricity issue urgent,High
2593,Assignment deadline extension request,Low
5186,Scholarship amount not credited,High
2928,Exam portal is not working,High
4051,Canteen food quality feedback,Low
5807,Admit card not generated for upcoming exam,High
3786,WiFi slow in library,Low
349,WiFi slow in library,Low
1627,Admit card not generated for upcoming exam,High
4411,General timetable inquiry,Low
872,Exam portal is not working,High
3359,Exam portal is not working,High
2340,WiFi slow in library,Low
4704,Library access issue,Medium
2122,Exam portal is not working,High
3928,Emergency leave approval required,High
86,Scholarship amount not credited,High
2819,Exam portal is not working,High
1878,Transcript request status,Medium
5690,Emergency leave approval required,High
4086,Assignment deadline extension request,Low
2376,Sports event registration query,Low
495,General timetable inquiry,Low
2967,Sports event registration query,Low
3110,Library access issue,Medium
2760,Library access issue,Medium
1271,Hostel electricity issue urgent,High
2655,Assignment deadline extension request,Low
2634,Club membership request,Low
4955,WiFi slow in library,Low
619,Transcript request status,Medium
5131,Hostel electricity issue urgent,High
2630,Assignment deadline extension request,Low
2827,Admit card not generated for upcoming exam,High
5228,Admit card not generated for upcoming exam,High
2230,Elective subject change request,Medium
5033,Sports event registration query,Low
1414,General timetable inquiry,Low
2202,Scholarship amount not credited,High
4964,Scholarship amount not credited,High
4478,Fee payment failed but amount deducted,High
870,Assignment deadline extension request,Low
2007,Scholarship amount not credited,High
4148,Club membership request,Low
357,Exam portal is not working,High
1163,WiFi slow in library,Low
4555,Exam portal is not working,High
2407,Hostel electricity issue urgent,High
5916,Transcript request status,Medium
1891,Club membership request,Low
580,General timetable inquiry,Low
2553,Hostel electricity issue urgent,High
1692,Result not visible on portal,High
863,WiFi slow in library,Low
5370,ID card reissue process inquiry,Medium
5811,Hostel electricity issue urgent,High
4790,General timetable inquiry,Low
4646,Transcript request status,Medium
1117,Exam portal is not working,High
1542,Internship approval request,Medium
3791,Elective subject change request,Medium
4616,Library access issue,Medium
5519,Admit card not generated for upcoming exam,High
3296,Club membership request,Low
5299,Internship approval request,Medium
5314,ID card reissue process inquiry,Medium
5905,Exam portal is not working,High
3048,Fee payment failed but amount deducted,High
5724,ID card reissue process inquiry,Medium
2438,Elective subject change request,Medium
5755,Assignment deadline extension request,Low
2053,Exam portal is not working,High
1777,Library access issue,Medium
3270,Internship approval request,Medium
4303,ID card reissue process inquiry,Medium
1593,Internship approval request,Medium
1724,Internship approval request,Medium
4694,Fee payment failed but amount deducted,High
4042,Sports event registration query,Low
491,Canteen food quality feedback,Low
5078,Internship approval request,Medium
1007,Result not visible on portal,High
3149,Admit card not generated for upcoming exam,High
4249,Hostel electricity issue urgent,High
1418,WiFi slow in library,Low
26,Fee payment failed but amount deducted,High
1114,ID card reissue process inquiry,Medium
5586,WiFi slow in library,Low
1553,Fee payment failed but amount deducted,High
5124,Request for bonafide certificate,Medium
4483,Result not visible on portal,High
434,ID card reissue process inquiry,Medium
2927,Canteen food quality feedback,Low
3858,Admit card not generated for upcoming exam,High
4016,Transcript request status,Medium
2964,Request for bonafide certificate,Medium
3099,Transcript request status,Medium
5876,Hostel electricity issue urgent,High
4457,Internship approval request,Medium
4541,General timetable inquiry,Low
5769,Canteen food quality feedback,Low
1103,Emergency leave approval required,High
5066,Elective subject change request,Medium
4518,General timetable inquiry,Low
4163,Library access issue,Medium
195,Exam portal is not working,High
616,WiFi slow in library,Low
644,Elective subject change request,Medium
4310,WiFi slow in library,Low
3154,Hostel electricity issue urgent,High
5071,Canteen food quality feedback,Low
331,Sports event registration query,Low
3826,Transcript request status,Medium
4516,Result not visible on portal,High
3114,WiFi slow in library,Low
5366,Request for bonafide certificate,Medium
484,Sports event registration query,Low
5198,Library access issue,Medium
2672,Admit card not generated for upcoming exam,High
2060,Fee payment failed but amount deducted,High
4679,Result not visible on portal,High
33,Sports event registration query,Low
665,Request for bonafide certificate,Medium
5160,Elective subject change request,Medium
4183,Hostel electricity issue urgent,High
1445,Club membership request,Low
2400,Hostel electricity issue urgent,High
2442,WiFi slow in library,Low
5853,ID card reissue process inquiry,Medium
1706,ID card reissue process inquiry,Medium
5983,Assignment deadline extension request,Low
2851,WiFi slow in library,Low
5502,Canteen food quality feedback,Low
2278,Club membership request,Low
1402,Scholarship amount not credited,High
5549,WiFi slow in library,Low
171,Sports event registration query,Low
541,Request for bonafide certificate,Medium
5466,Elective subject change request,Medium
4606,Scholarship amount not credited,High
2459,Assignment deadline extension request,Low
3909,Library access issue,Medium
